fipscode,last,party,votepct
27089,Biden,Dem,0.253872
27091,Biden,Dem,0.301029
27093,Biden,Dem,0.286508
27095,Biden,Dem,0.300286
27097,Biden,Dem,0.223662
27099,Biden,Dem,0.461064
27101,Biden,Dem,0.296744
27103,Biden,Dem,0.504536
27105,Biden,Dem,0.337437
27107,Biden,Dem,0.408972
27109,Biden,Dem,0.54335
27111,Biden,Dem,0.329322
27113,Biden,Dem,0.353573
27115,Biden,Dem,0.339281
27117,Biden,Dem,0.264801
27119,Biden,Dem,0.349371
27121,Biden,Dem,0.353504
27123,Biden,Dem,0.717755
27125,Biden,Dem,0.315525
27127,Biden,Dem,0.284833
27129,Biden,Dem,0.307541
27131,Biden,Dem,0.488697
27133,Biden,Dem,0.297628
27135,Biden,Dem,0.260228
27137,Biden,Dem,0.568049
27139,Biden,Dem,0.456385
27141,Biden,Dem,0.325572
27143,Biden,Dem,0.286476
27145,Biden,Dem,0.376642
27147,Biden,Dem,0.375641
27149,Biden,Dem,0.379392
27151,Biden,Dem,0.344069
27153,Biden,Dem,0.248262
27155,Biden,Dem,0.354995
27157,Biden,Dem,0.358555
27159,Biden,Dem,0.264065
27161,Biden,Dem,0.337321
27163,Biden,Dem,0.536273
27165,Biden,Dem,0.382778
27167,Biden,Dem,0.299213
27169,Biden,Dem,0.491847
27171,Biden,Dem,0.345889
27173,Biden,Dem,0.306185
29001,Trump,GOP,0.620513
29003,Trump,GOP,0.74395
29005,Trump,GOP,0.78145
29007,Trump,GOP,0.726009
29009,Trump,GOP,0.796576
29011,Trump,GOP,0.85042
29013,Trump,GOP,0.783864
29015,Trump,GOP,0.774129
29017,Trump,GOP,0.863614
29019,Trump,GOP,0.424075
29021,Trump,GOP,0.613421
29023,Trump,GOP,0.804961
29025,Trump,GOP,0.7956
29027,Trump,GOP,0.700804
29029,Trump,GOP,0.759713
29031,Trump,GOP,0.717135
29033,Trump,GOP,0.817741
29035,Trump,GOP,0.846048
29037,Trump,GOP,0.648054
29039,Trump,GOP,0.821809
29041,Trump,GOP,0.763248
29043,Trump,GOP,0.745755
29045,Trump,GOP,0.787272
29047,Trump,GOP,0.510598
29049,Trump,GOP,0.716293
29051,Trump,GOP,0.660171
29053,Trump,GOP,0.721749
29055,Trump,GOP,0.795134
29057,Trump,GOP,0.828842
29059,Trump,GOP,0.816757
29061,Trump,GOP,0.793553
29063,Trump,GOP,0.790419
29065,Trump,GOP,0.838281
29067,Trump,GOP,0.842571
29069,Trump,GOP,0.780785
29071,Trump,GOP,0.709019
29073,Trump,GOP,0.785309
29075,Trump,GOP,0.797836
29077,Trump,GOP,0.589991
29079,Trump,GOP,0.807978
29081,Trump,GOP,0.836078
29083,Trump,GOP,0.744067
29085,Trump,GOP,0.780709
29087,Trump,GOP,0.843363
29089,Trump,GOP,0.697898
29091,Trump,GOP,0.814082
29093,Trump,GOP,0.783101
29097,Trump,GOP,0.720743
29099,Trump,GOP,0.660364
29101,Trump,GOP,0.669881
29103,Trump,GOP,0.80151
29105,Trump,GOP,0.819557
29107,Trump,GOP,0.719782
29109,Trump,GOP,0.805697
29111,Trump,GOP,0.770883
29113,Trump,GOP,0.752938
29115,Trump,GOP,0.762629
29117,Trump,GOP,0.779488
29119,Trump,GOP,0.82468
29121,Trump,GOP,0.775396
29123,Trump,GOP,0.807611
29125,Trump,GOP,0.815762
29127,Trump,GOP,0.742975
29129,Trump,GOP,0.866217
29131,Trump,GOP,0.821971
29133,Trump,GOP,0.743692
29135,Trump,GOP,0.802571
29137,Trump,GOP,0.775597
29139,Trump,GOP,0.773562
